x,y
1.0976270078546495,6.127731182780592
1.430378732744839,9.191962685188704
1.2055267521432877,8.082242696160323
1.0897663659937937,5.733055411704157
0.8473095986778094,8.030180989829027
1.2917882261333122,9.771253854430519
0.875174422525385,7.804302838735806
1.7835460015641595,9.170713168880127
1.9273255210020586,8.711223941495632
0.7668830376515554,7.355100839885803
1.5834500761653292,8.347173281522808
1.057789839505809,8.395814588899855
1.1360891221878646,7.616542344640455
1.851193276585322,10.530218866239679
0.14207211639577388,4.782582746361724
0.17425859940308142,5.229348966401192
0.04043679488065144,4.131810405362774
1.665239691095876,10.781589567193462
1.556313501899701,8.795852598402723
1.7400242964936383,9.622062252925616
1.957236684465528,11.754860750452838
1.5983171284334472,7.4471923241578954
0.9229587245058637,5.498391175031857
1.561058352572911,9.652571765876745
0.23654885173786644,3.536523150099439
1.2798420426550476,9.783147313614435
0.2867065748180928,4.446500743694531
1.8893378340991678,8.920558690856746
1.0436966435001434,9.054031956980815
0.8293238799810472,7.968486431377566
0.5291112242092539,7.454892633054332
1.5484673788684333,9.551446794880686
0.9123006644330971,5.875676308244588
1.136867897737297,9.320668646310924
0.037579600872710284,3.84473543166675
1.2352709941517541,8.508269378251658
1.2241914454448428,8.619826304108276
1.2338679937495138,7.546593888157707
1.8874961570292483,10.276567841433824
1.3636405982069668,9.013128466187426
0.719015801147572,6.533472934598345
0.8740639075986829,5.522790932211854
1.3952623918545297,8.484025349769645
0.12045094325853967,5.6877387264626496
1.3335334308913354,7.306032432942641
1.3412757392363188,7.874192677381285
0.4207651221476818,4.827141814721408
0.2578525953097066,6.622821514408461
0.6308567018483677,6.564864862557539
0.7274215418852452,6.589726461896846
1.1403935408357593,6.651264548061961
0.8772030269246407,7.170858272065739
1.9767476761184524,9.25591036769798
0.20408962149605614,4.64409942276252
0.4177535121896694,4.617414458190127
0.3226190357699925,5.644290402256477
1.3062166509307969,8.495240769407332
0.5065832050795642,5.311450859660698
0.9326215457126126,7.193871349799483
0.4888511840032055,4.373492043279111
0.31793916729103944,3.4625599091675126
0.22075028232861027,5.101642548250368
1.3126591789305468,8.104651032164169
0.2763659026972276,5.464129144983789
0.393164723360107,7.562638944944263
0.7374503413219282,7.1568305109561985
1.6419864596958702,8.013137153643454
0.19420255158612254,5.69962394285422
1.6758898149976078,7.711762034481303
0.19219681578792613,4.11500584254907
1.9529189300267915,9.790515184755742
0.9373024032954032,8.525249931535576
1.9535221763806743,9.115811707093583
1.209691039490092,6.802634579811261
1.4785271587966033,8.337128951964377
0.07837558450864135,3.5716484671638162
0.5656139251528192,6.8234776975649645
0.2403931224263378,3.64124785891559
0.5922803950442899,4.629372532721767
0.2374554379084881,4.27454626898103
0.635966358787952,5.409866625671551
0.8285259890293399,8.415110020905006
0.12829499269756872,5.334305785018467
1.3849442387400397,8.242383957605309
1.1332029084131503,6.174173206409283
0.5307789818788908,6.43669992203822
1.0464961069333993,6.139272973410633
0.18788102151688335,3.0188719677730385
1.1518929911123585,8.643708765689377
1.8585923951524281,9.892719797382133
0.6371379049026473,6.832272538488761
1.3348207599273634,8.32318993272511
0.26359572480878435,5.647617786329045
1.432654408237131,7.646937631411247
0.5788121858944022,4.702193715898742
0.36638272401423366,5.780742690324328
1.1730258696201663,6.715667944686658
0.040215092374987105,3.43109549937476
1.6578800584347262,8.518107671786836
0.009390952385094131,4.045652016180339
